CODE	GENES	LNZ308.DMSO	LNZ308.AZD6738	LN229.DMSO	LN229.AZD6738
TMEM161A_41029	TMEM161A	1255	2048	1612	1564
TCTE3_18918	TCTE3	1067	1305	851	1123
RBMS3_35989	RBMS3	1103	1184	1182	1295
PAXBP1_56695	PAXBP1	268	165	394	516
BRD1_33564	BRD1	782	298	761	865
C19orf24_41308	C19orf24	404	309	434	411
SYT5_18590	SYT5	989	1116	961	872
GAA_6719	GAA	341	396	382	521
S100A16_60839	S100A16	692	741	1224	1253
GRPEL2_60238	GRPEL2	435	600	392	486
KIAA1324_45761	KIAA1324	145	176	122	199
ASB13_49857	ASB13	504	636	521	635
MSRB2_31241	MSRB2	725	813	876	817
AQP12A_70470	AQP12A	445	496	720	775
PRTFDC1_44693	PRTFDC1	2439	3012	2054	2651
FOLH1_6530	FOLH1	227	213	236	277
KLF1_28841	KLF1	1460	1658	1107	1515
FAM157A_74613	FAM157A	423	519	1141	1179
ALKBH5_40910	ALKBH5	386	526	439	378
TRPT1_52404	TRPT1	195	240	219	308
ZNF516_25520	ZNF516	251	306	314	271
TMEM65_63007	TMEM65	243	513	390	504
C14orf79_58485	C14orf79	885	823	841	809
IGFBP7_9335	IGFBP7	1149	1472	989	1365
C12orf43_48229	C12orf43	600	622	553	959
ITPR1_9876	ITPR1	704	729	962	829
CHRDL2_33982	CHRDL2	729	1005	798	657
SENP2_46792	SENP2	467	598	680	418
CYP26C1_69244	CYP26C1	0	0	0	0
TMEM189_70775	TMEM189	1383	1793	1258	1462
GJC2_45176	GJC2	252	295	267	366
B3GNT6_64327	B3GNT6	336	353	250	276
TFAP2E_68971	TFAP2E	1087	1186	1550	1816
MYF6_12018	MYF6	305	350	402	414
FLRT2_33554	FLRT2	648	461	339	312
PKD1L1_64019	PKD1L1	570	941	744	893
CYYR1_57675	CYYR1	488	443	251	276
GFPT2_26524	GFPT2	648	875	585	626
SLC25A34_67978	SLC25A34	437	720	484	665
CHRND_3258	CHRND	652	818	890	1031
SLC29A4_66079	SLC29A4	750	1059	965	1163
RPLP1_16464	RPLP1	206	217	438	447
TSPYL1_19660	TSPYL1	611	672	579	670
HRH3_30615	HRH3	388	558	752	906
RANBP6_35324	RANBP6	1159	1097	1163	1159
TRPC1_19598	TRPC1	1272	1215	1022	1120
PRPSAP1_15017	PRPSAP1	540	626	576	818
DMRT3_46664	DMRT3	1409	1544	946	1126
EXT2_5901	EXT2	865	949	1151	1361
DDX39B_21083	DDX39B	536	588	465	431
COL11A1_3635	COL11A1	573	604	611	834
CC2D1B_64639	CC2D1B	573	749	806	1014
AMOTL2_38721	AMOTL2	598	632	378	553
KRTAP3-3_54777	KRTAP3-3	1011	1248	968	1081
GOLGA6L1_67491	GOLGA6L1	116	158	1178	1015
AIF1L_52206	AIF1L	385	426	335	430
NBPF10_75440	NBPF10	66	40	363	476
UGT8_19974	UGT8	1078	1614	1125	1357
RIPK4_39769	RIPK4	1601	1810	1549	1764
ANAPC5_38749	ANAPC5	575	911	1343	1156
NAB1_12162	NAB1	438	676	462	481
BTG2_20967	BTG2	1316	1265	830	993
PPP1CB_14566	PPP1CB	100	95	464	505
ASB13_49858	ASB13	668	902	747	799
ABR_83	ABR	387	745	638	777
BCKDK_27669	BCKDK	409	478	567	622
RPL5_16310	RPL5	727	793	751	834
NPIPB9_75984	NPIPB9	119	172	235	241
PRDM4_30148	PRDM4	747	832	1152	1213
TCEAL5_69208	TCEAL5	1320	1164	1048	1185
TCEAL6_63255	TCEAL6	1540	1707	1603	1716
CSNK1A1L_58439	CSNK1A1L	1028	1715	1195	1213
UCMA_65666	UCMA	861	778	473	603
AGPAT1_28466	AGPAT1	674	681	596	687
FBXL22_67498	FBXL22	513	529	410	622
ECHS1_5252	ECHS1	360	439	1014	682
CLEC19A_74620	CLEC19A	1007	1319	1062	1352
KCNRG_67404	KCNRG	846	837	495	646
PAX4_13334	PAX4	701	740	707	727
HEPN1_73666	HEPN1	357	350	383	505
SLC6A6_17536	SLC6A6	643	541	537	585
CNOT3_12714	CNOT3	8	52	310	367
SYMPK_21374	SYMPK	121	110	367	355
SPR_18095	SPR	1310	1380	1419	1258
PAGE3_60759	PAGE3	2323	1959	1789	2352
KRTCAP2_64675	KRTCAP2	942	1215	1059	1045
PPARGC1B_60167	PPARGC1B	1101	1256	1093	1196
CNIH2_66446	CNIH2	2219	2203	2039	1992
LMNB2_54242	LMNB2	581	699	666	645
CHGB_3154	CHGB	347	453	660	602
NPAP1_33509	NPAP1	1367	1274	1152	1390
CELA3A_27122	CELA3A	467	674	470	480
SH3BGRL3_52093	SH3BGRL3	746	961	868	908
FAM72A_74944	FAM72A	166	162	715	779
SPEF1_33965	SPEF1	1280	1723	1475	1476
GNA12_7298	GNA12	692	792	1054	951
XKR6_68339	XKR6	835	1064	880	1076
CYP19A1_4438	CYP19A1	1116	1211	1302	1276
ARHGEF10_25446	ARHGEF10	1608	1999	1376	1604
DCDC2B_62119	DCDC2B	299	358	278	359
RSPH1_55087	RSPH1	1132	1176	883	1131
MEPE_44705	MEPE	331	411	370	436
CHN2_3191	CHN2	1534	1883	1740	2078
ASH1L_43629	ASH1L	1293	1560	1091	1352
FAM196A_73727	FAM196A	874	808	733	748
ACAN_496	ACAN	448	498	691	721
OR2T12_59282	OR2T12	1248	1096	925	1449
FZR1_38564	FZR1	1019	373	1135	1127
DNAH9_4895	DNAH9	1108	1100	1457	1690
PLD6_64835	PLD6	362	443	485	494
C22orf29_49618	C22orf29	260	393	306	288
RAB32_29748	RAB32	743	921	814	886
ECE1_5238	ECE1	1335	1547	1490	1437
OVCA2_58798	OVCA2	475	320	637	686
L3HYPDH_56876	L3HYPDH	780	771	652	864
FLII_6447	FLII	599	775	956	1080
ABTB2_33877	ABTB2	1098	936	1039	1235
USP17L25_74659	USP17L25	743	621	504	507
HIPK1_65151	HIPK1	389	332	407	526
HSFX2_75254	HSFX2	451	469	382	455
FAM47C_73270	FAM47C	529	477	499	835
GNG3_7358	GNG3	940	968	1285	1114
RBFOX1_40432	RBFOX1	471	573	504	646
S100A2_16720	S100A2	465	463	963	1065
PKDCC_55858	PKDCC	420	504	373	385
LRWD1_65971	LRWD1	1733	1648	1652	1729
HLA-DPB1_8416	HLA-DPB1	1654	1810	1105	1621
TMEM89_73030	TMEM89	446	439	540	688
KCNK5_22548	KCNK5	1045	1202	970	1143
C1orf194_59265	C1orf194	556	601	793	950
FEZ2_25440	FEZ2	543	514	379	572
HORMAD2_62298	HORMAD2	623	907	574	650
ZNF90_20631	ZNF90	264	326	198	227
TBRG4_24272	TBRG4	1068	1292	1257	1243
SPATA25_59562	SPATA25	1176	1467	1338	1330
RSPH10B2_74588	RSPH10B2	296	362	432	594
DCANP1_61087	DCANP1	1243	1321	1009	1097
PDZK1_13641	PDZK1	478	491	651	649
C18orf32_73464	C18orf32	629	825	387	554
RTCB_38873	RTCB	133	149	1013	729
APLN_23227	APLN	2359	2435	2057	2146
OR2J3_73239	OR2J3	1449	1652	1392	1703
LILRB3_29894	LILRB3	714	934	646	509
ARHGAP44_26406	ARHGAP44	459	618	563	624
TMOD4_36589	TMOD4	499	724	2178	2394
PSMA6_15161	PSMA6	23	9	287	422
FAM63B_40353	FAM63B	1269	1248	1648	1786
FAM129B_48186	FAM129B	300	382	302	419
GLO1_7235	GLO1	1285	1526	1059	1231
HDGF_8274	HDGF	686	936	799	1216
CASR_2379	CASR	1400	1505	1297	1554
FAM92B_68855	FAM92B	235	280	618	496
ZNF205_20814	ZNF205	1033	1287	976	1017
FOXP3_37466	FOXP3	786	745	492	896
PFKL_13755	PFKL	433	512	394	455
ASCL3_44380	ASCL3	359	246	402	580
COMMD1_62380	COMMD1	327	307	241	306
SLC1A6_17449	SLC1A6	533	727	511	615
TGIF2-C20orf24_76059	TGIF2-C20orf24	823	515	838	894
C1orf94_54652	C1orf94	1729	1428	1845	2092
CYP21A2_4442	CYP21A2	1240	1461	877	939
PCED1B_55871	PCED1B	532	518	350	607
GPR157_50661	GPR157	627	781	630	686
STK35_61079	STK35	310	378	353	396
ZNF777_35701	ZNF777	726	906	695	730
DHRS7_39189	DHRS7	616	616	555	585
NAALAD2_26693	NAALAD2	1423	1278	1472	1842
OR52L1_68796	OR52L1	1035	743	757	900
DUSP21_47105	DUSP21	566	610	551	628
DUSP28_68057	DUSP28	1711	2056	1668	1901
SPOCD1_55652	SPOCD1	827	957	957	966
EPN1_36796	EPN1	1299	1511	1453	1281
DNM1L_26870	DNM1L	146	360	394	430
PSEN2_15099	PSEN2	390	590	336	540
MYCBP_34974	MYCBP	411	657	413	511
C1orf159_41249	C1orf159	581	731	925	821
LHX4_55207	LHX4	822	901	852	830
FGFR4_6305	FGFR4	952	1249	977	971
DUSP16_51402	DUSP16	1204	1586	1225	1518
TMEM54_57011	TMEM54	606	673	846	1254
FITM2_59555	FITM2	503	373	413	528
PDIK1L_62163	PDIK1L	1275	1343	1174	1616
TMPRSS9_70215	TMPRSS9	696	787	613	644
CDCP2_64631	CDCP2	986	906	1215	1179
EVI2B_5882	EVI2B	463	406	380	581
CIB4_59773	CIB4	880	892	1045	1171
OR2F2_60403	OR2F2	852	796	840	872
PRR14L_66275	PRR14L	490	635	381	456
ESPL1_25664	ESPL1	892	863	1098	1346
ZNF260_68910	ZNF260	1118	1093	1121	1063
DCAF8L1_60715	DCAF8L1	543	572	355	358
PPFIA3_22259	PPFIA3	909	1011	1011	839
CAMTA2_31797	CAMTA2	617	659	637	840
WDR55_40772	WDR55	196	192	487	551
TGM6_69568	TGM6	1544	1964	1886	2207
OR1F1_13080	OR1F1	1009	776	747	821
ISOC2_49882	ISOC2	598	648	544	771
PNO1_44522	PNO1	39	39	463	496
OLIG2_27388	OLIG2	846	927	971	1058
LYSMD1_71153	LYSMD1	155	208	895	817
BLOC1S1_6994	BLOC1S1	563	517	529	758
ITFG1_51629	ITFG1	738	587	357	434
ISY1_45513	ISY1	122	135	1184	1105
SDC1_17063	SDC1	1348	1380	1406	1568
EVPLL_73977	EVPLL	1789	1486	1698	1953
SPNS2_58883	SPNS2	615	684	591	704
SLC47A1_42056	SLC47A1	341	384	289	332
DRAXIN_70398	DRAXIN	952	1084	1178	1265
UTP14A_29249	UTP14A	204	277	584	613
OSM_13130	OSM	725	683	507	721
NXPE3_56003	NXPE3	396	414	445	312
CNPPD1_35404	CNPPD1	550	899	511	512
CLUL1_35567	CLUL1	1109	992	885	1112
ERLIN2_30317	ERLIN2	649	894	578	735
ZNHIT6_40402	ZNHIT6	212	222	350	406
RFPL4B_73253	RFPL4B	773	764	723	749
KIAA0319L_50397	KIAA0319L	652	730	925	729
IRF3_9706	IRF3	1458	1472	1127	1392
HIST1H2AH_54752	HIST1H2AH	1347	1510	1413	1394
SLIT3_17723	SLIT3	1331	1572	1486	1457
MUC5AC_11920	MUC5AC	1447	1765	1561	1704
ABCA12_34681	ABCA12	547	657	421	596
TRIM63_54004	TRIM63	716	817	865	796
C14orf119_41336	C14orf119	1065	1028	913	1138
CSMD3_57199	CSMD3	1433	1563	1042	1279
NPTX1_12809	NPTX1	360	293	367	287
C12orf74_68814	C12orf74	1116	1439	1494	1869
PMS1_14276	PMS1	516	515	521	696
WNT9B_20310	WNT9B	1379	1488	1298	1685
CDON_37453	CDON	273	223	369	258
POLR3E_43137	POLR3E	109	110	1294	1080
TMEM42_59980	TMEM42	202	227	147	190
C9orf62_63087	C9orf62	1198	1255	1076	1094
PRR7_51313	PRR7	526	775	619	624
FSIP1_63476	FSIP1	413	333	369	557
HIVEP2_8359	HIVEP2	780	790	883	891
NT5DC1_65738	NT5DC1	392	415	509	498
RSU1_16670	RSU1	364	457	421	261
GTF2F1_7943	GTF2F1	672	1093	794	798
OTOS_62367	OTOS	749	975	748	1111
BCAS4_42923	BCAS4	421	648	546	676
EFHD1_51062	EFHD1	603	676	761	851
HERC1_23415	HERC1	573	805	895	923
NSUN3_47096	NSUN3	306	559	672	711
ZDHHC13_40092	ZDHHC13	810	919	664	740
OR7C2_35232	OR7C2	2587	2501	2040	2439
GCHFR_6983	GCHFR	465	511	474	586
FAM167A_52326	FAM167A	2458	2465	2436	2702
SMR3B_29409	SMR3B	125	239	271	279
C6orf141_60355	C6orf141	355	491	373	365
GOLM1_38342	GOLM1	933	1154	964	1068
NCOA4_21207	NCOA4	1239	1077	1328	1880
CASS4_44946	CASS4	559	646	963	884
PRELID1_35737	PRELID1	854	1039	1393	1740
ZNF567_63631	ZNF567	744	763	662	519
ZBTB7C_64899	ZBTB7C	1170	1455	1109	1272
ANXA9_21878	ANXA9	34	71	283	488
KRTAP9-1_74636	KRTAP9-1	626	741	643	806
ACYP2_251	ACYP2	883	953	717	874
MEF2BNB-MEF2B_11317	MEF2BNB-MEF2B	362	431	282	330
SMAP2_47925	SMAP2	322	382	368	398
NOX4_37220	NOX4	1141	1262	1024	1310
ELAVL4_5498	ELAVL4	632	963	842	843
IGFALS_9305	IGFALS	1003	1071	1065	1035
EPS15_5722	EPS15	1641	1696	1727	2013
ARHGAP6_1139	ARHGAP6	2404	2420	1941	2352
ATN1_5062	ATN1	443	490	721	618
TBC1D1_32111	TBC1D1	1206	1491	1200	1497
GOLGA6L2_67466	GOLGA6L2	616	767	788	795
HIRIP3_22049	HIRIP3	1038	827	947	966
RDH13_56838	RDH13	1128	1277	1130	1675
ZC3HAV1L_56104	ZC3HAV1L	1696	1696	1887	1502
PCSK9_66646	PCSK9	400	493	427	417
ZP3_20907	ZP3	563	588	528	723
CRTC2_64680	CRTC2	600	704	692	681
OR1D5_21800	OR1D5	1155	980	1422	1173
IFT80_45845	IFT80	1007	1542	1305	1506
MAGEB1_11043	MAGEB1	483	557	294	414
C15orf41_53756	C15orf41	284	189	403	427
OR10V1_71703	OR10V1	579	790	800	885
C11orf85_67211	C11orf85	368	408	478	678
C7orf72_75343	C7orf72	1144	1322	1452	1755
IKZF2_30884	IKZF2	485	563	494	507
DPPA3_70197	DPPA3	287	495	287	439
ABHD17B_37816	ABHD17B	1401	1535	1375	1410
USP17L12_75593	USP17L12	1165	1249	918	1029
SLC25A44_25567	SLC25A44	867	1091	796	1113
USP17L21_75634	USP17L21	400	572	1133	1095
TLX1_8622	TLX1	385	518	382	470
TRIM34_39663	TRIM34	377	510	367	565
TFAP2A_19008	TFAP2A	634	782	630	683
FAM193A_22410	FAM193A	942	1070	882	915
EIF3G_22618	EIF3G	482	625	888	978
MPPED1_2090	MPPED1	1224	1231	1154	1135
RIT2_16150	RIT2	496	554	546	563
TMEM186_33977	TMEM186	248	384	365	323
NRDE2_41424	NRDE2	58	58	295	248
HOXD10_8770	HOXD10	806	1116	1315	1257
ZNF891_76303	ZNF891	583	711	497	698
VTN_20203	VTN	458	667	681	804
IL20RB_39650	IL20RB	1720	1668	1516	1488
SMPD3_42589	SMPD3	584	980	555	675
TRPS1_19623	TRPS1	475	705	580	543
TRIM14_26119	TRIM14	1095	1033	1037	1132
HOXB1_8677	HOXB1	979	1074	774	892
RSPH6A_51603	RSPH6A	379	385	361	353
PUS3_52173	PUS3	1400	1452	1269	1574
EEPD1_51388	EEPD1	1018	1157	1198	1342
CLEC14A_63402	CLEC14A	889	1124	709	861
BET1_27622	BET1	434	410	352	379
SEMA6D_50645	SEMA6D	518	509	480	600
SLC6A5_24039	SLC6A5	392	434	808	1075
SLC12A7_28985	SLC12A7	381	506	561	370
OTOF_24675	OTOF	374	359	674	591
COX15_3754	COX15	228	527	808	1265
C20orf27_41196	C20orf27	304	358	447	638
MEPE_44706	MEPE	607	602	739	967
ZMYM5_24180	ZMYM5	730	1160	639	709
FMNL2_57216	FMNL2	600	595	473	567
CD24_75486	CD24	1256	1437	1177	1082
GALNT16_45485	GALNT16	748	1063	1006	1171
ANKMY1_38344	ANKMY1	578	711	540	595
LPAR5_45046	LPAR5	1740	2009	1986	2212
REEP6_56371	REEP6	1071	1100	1003	1163
CARTPT_25347	CARTPT	714	821	849	917
TNFSF10_22864	TNFSF10	1342	1240	1364	1664
FAM162B_65752	FAM162B	487	588	436	600
L1CAM_10435	L1CAM	611	590	643	649
PCDHB11_43963	PCDHB11	719	831	635	648
B2M_1552	B2M	682	674	570	780
PRR27_72363	PRR27	847	982	626	696
RAB3GAP2_33697	RAB3GAP2	1588	1788	1263	1442
ORAI2_50969	ORAI2	2099	2114	2139	2226
GOLPH3L_41918	GOLPH3L	1259	1161	1189	1335
RHOT2_55247	RHOT2	485	503	653	547
HSBP1_8867	HSBP1	1160	1475	1308	1291
ENOX1_41467	ENOX1	562	627	701	621
PJA1_47543	PJA1	318	557	363	464
CCNT2_2523	CCNT2	1035	854	1040	1164
LY75-CD302_75999	LY75-CD302	694	669	684	891
OR52K1_71543	OR52K1	392	359	345	506
LIPN_73804	LIPN	682	638	595	762
RWDD4_64960	RWDD4	203	330	323	358
SS18L2_38084	SS18L2	327	371	802	617
SLK_25839	SLK	1174	1209	895	1110
MKKS_21392	MKKS	732	941	944	1229
FBXO36_59885	FBXO36	995	1147	726	1035
IRAK1BP1_60303	IRAK1BP1	998	1247	919	1178
PIGU_59637	PIGU	549	786	590	516
RBMY1E_70633	RBMY1E	827	1013	733	826
PPP2R5A_14644	PPP2R5A	626	679	602	685
XK_20339	XK	1051	1180	1001	1160
CTSF_22786	CTSF	1076	1132	1057	1174
ASPA_1276	ASPA	1223	1195	1176	1436
ZC3H3_31864	ZC3H3	547	731	405	577
PDLIM1_23934	PDLIM1	1990	2068	2312	2212
PCNXL2_50566	PCNXL2	1147	1391	1284	1400
GTF2H1_7950	GTF2H1	1328	1156	1716	1567
NT5C2_31349	NT5C2	1011	1303	1114	1249
LRIG3_58334	LRIG3	1693	1666	1327	1695
TMEM106B_40375	TMEM106B	796	819	698	666
ZGLP1_75133	ZGLP1	1845	2182	1640	1782
PRR5-ARHGAP8_73561	PRR5-ARHGAP8	420	465	315	560
LOC100130370_75286	LOC100130370	577	669	725	695
TSEN54_67571	TSEN54	1230	1333	1675	2040
MEF2BNB-MEF2B_11318	MEF2BNB-MEF2B	1117	1647	1215	1588
C8orf33_48500	C8orf33	1298	1403	1000	906
CD72_2746	CD72	2092	1946	1876	1920
ABCC12_56727	ABCC12	1388	1713	1496	1786
SPIRE1_44539	SPIRE1	1906	2082	1827	2013
MIR205HG_73692	MIR205HG	688	755	701	751
KIAA1598_46256	KIAA1598	597	560	579	735
LDLRAD1_71127	LDLRAD1	667	551	652	798
STXBP1_18454	STXBP1	1386	1123	1027	1260
PCBP3_39737	PCBP3	1067	1180	908	1042
LOC645382_74005	LOC645382	304	322	354	465
ARHGEF33_75557	ARHGEF33	778	790	920	744
C20orf203_67991	C20orf203	389	495	558	538
ATP5E_1423	ATP5E	122	214	544	448
CHPT1_44801	CHPT1	536	692	601	740
APMAP_45092	APMAP	1548	2476	1553	1712
NOXA1_29246	NOXA1	1099	1491	1382	1243
CHSY1_31012	CHSY1	987	965	1021	1052
CHAMP1_67395	CHAMP1	1495	1392	1571	1637
SPANXA1_37052	SPANXA1	966	1104	886	1089
NPW_67519	NPW	747	735	681	801
ZRANB1_40525	ZRANB1	1636	2078	2057	2377
MAGED1_25022	MAGED1	655	668	606	746
TRIM74_70607	TRIM74	1566	1438	1316	1269
PRG3_27938	PRG3	1664	1621	1376	1268
C1QTNF9B-AS1_73516	C1QTNF9B-AS1	913	1418	1200	1198
C2orf47_49278	C2orf47	858	1134	863	803
ABCG8_47590	ABCG8	1510	1654	1689	1690
PPP1R3G_74208	PPP1R3G	833	781	671	970
ZNF850_69430	ZNF850	1575	1621	1246	1571
GGCT_48717	GGCT	904	990	952	985
PXYLP1_56239	PXYLP1	676	790	507	609
SYT17_39450	SYT17	1131	1333	985	991
PARP4_395	PARP4	1926	2065	1431	1697
TCP10L2_72411	TCP10L2	719	715	622	620
TMEM161B_62779	TMEM161B	1919	2038	1921	2343
URAD_74112	URAD	1196	1356	1134	1115
PKLR_14046	PKLR	1592	1674	1391	1792
ZBTB7A_38561	ZBTB7A	969	1475	1560	1538
KIRREL_42053	KIRREL	1455	1558	1308	1573
GNPAT_21942	GNPAT	775	1057	851	1021
LRRC74A_61435	LRRC74A	1124	1272	1015	975
NHLH1_12594	NHLH1	1541	1713	1337	1448
ITGB1BP2_35170	ITGB1BP2	589	631	563	740
KATNAL2_52156	KATNAL2	900	566	564	913
CHSY1_31013	CHSY1	420	533	438	533
DEFB105A_66118	DEFB105A	618	629	519	609
TACR1_18618	TACR1	875	1078	1263	1276
DDT_4632	DDT	396	306	465	600
NR1D1_25249	NR1D1	1429	1424	1363	1630
CRISP1_478	CRISP1	999	1095	591	675
ECT2_5257	ECT2	535	544	536	847
NRCAM_12843	NRCAM	2318	2480	1908	1863
FKTN_6174	FKTN	1976	2306	2020	2449
OR2T34_59289	OR2T34	1224	1431	960	1159
PRR29_56209	PRR29	1017	925	1091	992
SLC8A1_17579	SLC8A1	951	988	912	1104
PHLDB1_32009	PHLDB1	916	959	938	1181
GRXCR2_73756	GRXCR2	1350	1731	1517	1644
MIPOL1_61406	MIPOL1	811	792	583	711
TMEM123_57360	TMEM123	633	483	614	489
NEUROD2_12475	NEUROD2	903	936	979	891
C21orf33_21412	C21orf33	2096	2491	1763	2135
PRAMEF14_74942	PRAMEF14	246	315	707	776
COPA_3674	COPA	263	287	861	917
SLC2A12_62867	SLC2A12	1294	1286	1199	1319
RIOK2_43357	RIOK2	800	934	494	471
PRSS1_15038	PRSS1	671	629	602	560
DHODH_4751	DHODH	874	1026	735	966
SLC25A18_52436	SLC25A18	719	649	724	644
WDR47_31204	WDR47	354	194	311	339
GPR83_29441	GPR83	779	628	741	737
NACA2_69408	NACA2	271	316	585	586
FDFT1_6188	FDFT1	1233	1554	1243	1386
MAGEA5_11015	MAGEA5	1043	996	891	1105
C1orf186_72999	C1orf186	551	628	663	977
SEPT11_43252	SEPT11	2092	2357	1994	2435
GJB2_7167	GJB2	599	869	694	637
PACRG_60331	PACRG	654	621	710	709
RAD23A_15731	RAD23A	1500	1922	1344	1388
TMEM50B_2087	TMEM50B	1102	1141	1363	1473
CYB5R2_39325	CYB5R2	357	357	301	355
TMPRSS11E_36294	TMPRSS11E	702	747	479	582
SDC4_17071	SDC4	907	1006	706	951
ZNF483_63159	ZNF483	899	919	865	1115
ARHGEF26_34526	ARHGEF26	2121	2237	1958	2039
THBS3_19147	THBS3	677	716	764	801
TMSB15B_68474	TMSB15B	525	399	534	315
TMSB15A_29844	TMSB15A	1017	1145	907	1090
AGTPBP1_32349	AGTPBP1	1139	1199	944	1300
OR5M9_71664	OR5M9	357	484	467	576
FOXN3_3146	FOXN3	1692	2041	1736	1949
RAB11A_22915	RAB11A	887	1076	1121	1173
OR51B4_49168	OR51B4	694	760	891	822
ZBTB49_63911	ZBTB49	422	463	410	554
MUC3A_11910	MUC3A	506	550	426	537
ZNF681_61978	ZNF681	1898	1989	1652	2038
NAT10_42000	NAT10	1317	1317	1196	1500
FST_28186	FST	606	650	590	598
DCUN1D2_41932	DCUN1D2	959	1226	935	1053
TEX14_44060	TEX14	1876	2062	1733	2281
YBEY_39743	YBEY	589	1188	1131	1310
MIER2_40155	MIER2	1783	2137	1691	1800
SEC61B_29652	SEC61B	425	398	772	667
ZFP37_20423	ZFP37	778	908	693	761
NFAT5_28994	NFAT5	788	787	905	997
TRIP4_24492	TRIP4	1051	1206	1187	1415
SPATA2_26099	SPATA2	722	939	1029	1182
PRDX4_28448	PRDX4	1256	1762	1289	1383
TAF8_59726	TAF8	212	132	375	455
PRKAR1B_14806	PRKAR1B	1008	1197	814	1145
PHC1_5298	PHC1	396	397	466	409
GLP1R_7240	GLP1R	551	526	568	518
RBSN_47463	RBSN	696	700	801	795
CHMP1B_45081	CHMP1B	429	483	500	423
TIAM2_34792	TIAM2	634	439	560	592
CREB3L3_54072	CREB3L3	1084	1032	722	1076
DNAJA1_8917	DNAJA1	411	572	465	808
GRPR_7839	GRPR	1246	1324	1351	1603
C1orf216_59409	C1orf216	563	767	825	805
COX4I1_3704	COX4I1	158	339	587	585
ASF1B_43157	ASF1B	880	1263	740	1127
SCN1B_16877	SCN1B	960	983	877	950
FAM131A_59943	FAM131A	700	875	814	894
TCP10_18899	TCP10	455	630	525	637
CD68_2733	CD68	436	493	502	428
ABHD12_34541	ABHD12	1369	1936	1582	1830
KRTCAP2_64676	KRTCAP2	679	1056	1008	1205
DPEP3_47509	DPEP3	1474	1776	1401	1590
PLB1_62435	PLB1	508	491	687	649
RPS3_16491	RPS3	38	44	751	667
KDELC2_61243	KDELC2	2043	1939	2444	2658
C22orf46_49478	C22orf46	402	439	731	916
C4orf26_62715	C4orf26	1827	2766	1873	2080
ZNF404_69448	ZNF404	273	268	272	343
ZNF141_20690	ZNF141	1899	2120	2232	2054
SLC35F3_62053	SLC35F3	822	825	746	753
ZNF506_72947	ZNF506	1224	1423	996	1333
FAM47A_63208	FAM47A	684	812	653	965
MIA3_70431	MIA3	294	451	285	208
ADCK1_45107	ADCK1	555	652	539	911
PLXNA2_14230	PLXNA2	1959	1940	1685	1798
FBXO22_34882	FBXO22	640	1004	623	809
CRTAP_28274	CRTAP	1637	1837	2013	2029
LRP8_20938	LRP8	1245	1257	1622	1529
SEZ6L_33112	SEZ6L	474	451	411	418
GAGE12I_35296	GAGE12I	1360	775	1270	1545
FAM86B2_74296	FAM86B2	317	211	489	479
E2F4_5215	E2F4	2102	2602	2330	2636
SMR3A_35319	SMR3A	729	972	1124	1088
TMEM54_57012	TMEM54	81	56	61	54
ARHGEF15_31161	ARHGEF15	520	607	861	833
ZNF280C_42780	ZNF280C	613	758	738	686
CLDN14_33181	CLDN14	361	356	490	459
ZNF330_36001	ZNF330	684	821	594	801
CCDC15_50685	CCDC15	1519	1511	1120	1307
GARNL3_53228	GARNL3	457	586	513	648
TTC9B_61934	TTC9B	387	312	224	381
S100A3_16722	S100A3	815	995	1301	1401
PLCL2_32150	PLCL2	635	672	667	750
C5orf22_42317	C5orf22	1078	1154	1157	1140
OSTF1_35189	OSTF1	1475	1686	1431	1849
PSMC3IP_36717	PSMC3IP	456	430	711	612
HERC5_38088	HERC5	683	964	636	779
STX8_24976	STX8	968	955	806	1117
MTHFR_11867	MTHFR	701	631	665	815
ABI1_26705	ABI1	1086	989	1204	1365
C2orf69_65163	C2orf69	506	788	560	439
TBC1D21_63442	TBC1D21	769	845	778	735
TMX4_44159	TMX4	754	965	737	927
UBXN1_37609	UBXN1	518	699	552	686
C9orf163_63104	C9orf163	851	884	1081	1029
DUSP18_62302	DUSP18	272	310	344	377
FMOD_6508	FMOD	431	508	554	756
AOX1_867	AOX1	666	638	583	760
ZNF280B_61054	ZNF280B	415	570	477	514
GDAP1_39854	GDAP1	572	663	476	642
CC2D1A_40809	CC2D1A	488	571	343	381
ABCB10_32849	ABCB10	1566	1818	1623	1881
FLNB_6459	FLNB	513	432	595	597
RFTN1_31987	RFTN1	1140	1307	1212	1280
EFNB1_5354	EFNB1	678	765	546	757
TSTD1_75358	TSTD1	618	808	488	704
RBM42_49066	RBM42	281	274	319	373
KANK2_34198	KANK2	874	782	720	667
LRRN1_46080	LRRN1	975	867	1041	1001
ZBED9_57264	ZBED9	581	699	347	334
TUBGCP4_35805	TUBGCP4	284	241	653	888
MSMB_11775	MSMB	567	675	688	710
SRSF9_22673	SRSF9	514	619	712	741
TMEM151B_73062	TMEM151B	771	872	758	928
ZCCHC17_38984	ZCCHC17	1173	1078	1063	1177
YARS_22339	YARS	76	82	1028	1060
KLF13_39162	KLF13	1226	1294	1150	1423
SPAG11A_74307	SPAG11A	532	499	554	639
FYB_6683	FYB	671	647	664	595
ZNF765_55934	ZNF765	1364	1597	1146	1401
LRRC29_34797	LRRC29	1696	2312	2210	2139
HMG20B_27851	HMG20B	989	1222	958	1420
